danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.7490000000000001,0.792,10.0,-4.151,0.0,0.0826,0.292,0.0,0.109,0.239,144.064,180000.0,4.0
0.595,0.478,8.0,-11.36,1.0,0.139,0.0185,0.0,0.0272,0.264,167.75,129979.0,4.0
0.765,0.688,4.0,-5.566,1.0,0.0841,0.633,0.0,0.0734,0.434,90.01299999999999,229573.0,4.0
0.8759999999999999,0.7859999999999999,10.0,-4.884,0.0,0.306,0.0627,0.0,0.127,0.575,153.06799999999998,244679.0,4.0
0.701,0.71,9.0,-5.209,1.0,0.068,0.00126,0.0,0.32,0.138,143.971,239280.0,4.0
0.674,0.862,7.0,-3.4,1.0,0.231,0.0189,0.0,0.113,0.357,160.07299999999998,244470.0,4.0
0.879,0.6890000000000001,7.0,-6.77,0.0,0.0749,0.449,1.38e-06,0.12,0.899,99.064,174621.0,4.0
0.951,0.573,0.0,-6.002000000000001,0.0,0.2269999999999999,0.0667,0.0,0.119,0.42,105.052,211040.0,4.0
0.604,0.872,10.0,-4.01,0.0,0.288,0.0978,0.0,0.121,0.732,64.331,206293.0,4.0
0.784,0.6459999999999999,6.0,-7.561,0.0,0.236,0.267,6.11e-06,0.0712,0.381,142.952,161627.0,4.0
0.831,0.499,11.0,-8.442,0.0,0.114,0.2689999999999999,0.0,0.3,0.511,97.956,220487.0,4.0
0.664,0.501,1.0,-10.321,1.0,0.319,0.00356,1.23e-06,0.331,0.42,163.172,182236.0,4.0
0.675,0.562,7.0,-7.678,1.0,0.0352,0.233,0.0,0.0816,0.309,130.09799999999998,256533.0,4.0
0.8220000000000001,0.35,1.0,-12.207,0.0,0.574,0.0213,0.0,0.0757,0.346,77.528,186000.0,4.0
0.8320000000000001,0.491,8.0,-5.721,1.0,0.109,0.0157,1.34e-05,0.6509999999999999,0.0561,129.97899999999998,135493.0,4.0
0.8809999999999999,0.517,4.0,-8.916,1.0,0.308,0.0115,0.0,0.151,0.7859999999999999,115.084,168107.0,4.0
0.711,0.838,11.0,-3.553,0.0,0.122,0.00607,0.0,0.0898,0.53,80.024,224770.0,4.0
0.8740000000000001,0.632,0.0,-5.297000000000001,1.0,0.296,0.127,0.0,0.0907,0.119,142.963,201824.0,4.0
0.6659999999999999,0.609,2.0,-6.393,1.0,0.0509,0.1,0.000102,0.0747,0.1989999999999999,93.109,165198.0,4.0
0.457,0.517,6.0,-7.853,0.0,0.42,0.639,3.1e-05,0.113,0.144,179.801,277400.0,4.0
0.825,0.575,11.0,-4.87,1.0,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960.0,4.0
0.669,0.308,11.0,-10.068,1.0,0.0289999999999999,0.883,0.0,0.0984,0.52,64.934,121887.0,4.0
0.89,0.3929999999999999,4.0,-10.821,0.0,0.267,0.331,8.81e-06,0.283,0.304,128.084,301133.0,4.0
0.957,0.46,1.0,-7.513,1.0,0.325,0.00418,0.000748,0.0947,0.191,123.951,290325.0,4.0
0.888,0.43,9.0,-6.728,1.0,0.588,0.0786,1.58e-06,0.132,0.45,120.088,160013.0,4.0
0.731,0.657,0.0,-8.56,1.0,0.0434,0.0591,0.0,0.0874,0.49,159.97,184490.0,4.0
0.743,0.87,1.0,-2.188,1.0,0.212,0.0595,0.0,0.299,0.884,99.079,194184.0,4.0
0.753,0.502,1.0,-6.879,1.0,0.264,0.0439,1.54e-06,0.128,0.349,205.895,178217.0,4.0
0.6559999999999999,0.564,1.0,-8.925,0.0,0.0883,0.0167,1.39e-06,0.165,0.25,150.014,268947.0,4.0
0.821,0.485,1.0,-12.369000000000002,1.0,0.411,0.324,0.0,0.105,0.41,143.026,235024.0,4.0
0.906,0.395,1.0,-11.277,1.0,0.206,0.0103,0.000195,0.1169999999999999,0.376,146.056,197420.0,4.0
0.71,0.4039999999999999,1.0,-10.04,0.0,0.379,0.484,0.0,0.0953,0.3979999999999999,139.553,165853.0,4.0
0.669,0.513,3.0,-7.68,0.0,0.0375,0.108,0.185,0.0939,0.372,150.003,180672.0,4.0
0.768,0.471,2.0,-8.406,1.0,0.259,0.0201,0.0,0.268,0.405,131.023,267427.0,4.0
0.675,0.763,1.0,-6.232,1.0,0.368,0.0198,0.0,0.109,0.376,134.914,263993.0,4.0
0.892,0.5379999999999999,8.0,-7.042999999999999,0.0,0.304,0.0563,0.0,0.303,0.325,130.129,293233.0,4.0
0.8170000000000001,0.67,1.0,-7.298999999999999,1.0,0.22,0.105,3.4e-06,0.366,0.472,133.05200000000002,259520.0,4.0
0.503,0.755,2.0,-6.556,1.0,0.303,0.251,0.0,0.162,0.127,78.881,277943.0,4.0
0.6779999999999999,0.622,3.0,-8.169,0.0,0.165,0.127,0.0,0.109,0.451,90.163,192000.0,4.0
0.575,0.7340000000000001,2.0,-4.949,1.0,0.057,0.0757,0.0,0.241,0.494,83.986,179827.0,4.0
0.851,0.625,10.0,-5.417000000000001,0.0,0.303,0.195,0.0,0.266,0.6679999999999999,99.061,158684.0,4.0
0.877,0.6559999999999999,2.0,-5.823,1.0,0.417,0.148,0.0,0.16,0.535,139.88299999999998,96041.0,4.0
0.8759999999999999,0.647,11.0,-3.917,1.0,0.28,0.16,0.0,0.238,0.961,86.993,223067.0,4.0
0.706,0.589,8.0,-8.309,1.0,0.0327,0.0617,4.77e-06,0.105,0.767,96.001,147451.0,4.0
0.857,0.353,1.0,-6.146,1.0,0.077,0.374,0.0,0.133,0.0749,123.091,115122.0,4.0
0.675,0.23,1.0,-10.363,0.0,0.204,0.191,0.0,0.104,0.1009999999999999,173.96200000000002,211920.0,4.0
0.902,0.6729999999999999,4.0,-7.481,1.0,0.4579999999999999,0.159,0.0,0.289,0.615,132.066,177048.0,4.0
0.8959999999999999,0.72,0.0,-6.2620000000000005,0.0,0.355,0.1689999999999999,0.0,0.252,0.966,140.1,212093.0,4.0
0.947,0.602,0.0,-7.275,1.0,0.0744,0.0515,0.0,0.0921,0.347,103.961,186453.0,4.0
0.499,0.8,1.0,-2.665,0.0,0.0502,0.0906,0.0,0.147,0.272,139.91899999999998,229573.0,4.0
0.738,0.629,6.0,-4.882,0.0,0.0495,0.268,0.00114,0.163,0.319,146.067,180898.0,4.0
0.721,0.63,11.0,-7.787000000000001,0.0,0.2,0.0258,0.0,0.139,0.384,83.086,144640.0,4.0
0.728,0.622,10.0,-9.905,0.0,0.0384,0.0768,3.19e-06,0.118,0.111,112.082,210000.0,4.0
0.7859999999999999,0.487,8.0,-12.404000000000002,0.0,0.184,0.291,1.86e-06,0.128,0.7240000000000001,145.126,198687.0,4.0
0.812,0.385,10.0,-9.676,0.0,0.416,0.787,0.0,0.103,0.742,133.993,164562.0,4.0
0.957,0.767,0.0,-5.1160000000000005,1.0,0.115,0.0525,0.0,0.1169999999999999,0.5770000000000001,110.508,217220.0,4.0
0.652,0.6709999999999999,2.0,-5.89,1.0,0.0756,0.0222,0.0,0.107,0.2739999999999999,84.008,182922.0,4.0
0.745,0.695,7.0,-5.797000000000001,0.0,0.2019999999999999,0.0904,0.0,0.385,0.6559999999999999,139.89,185420.0,4.0
0.748,0.578,9.0,-5.72,1.0,0.1939999999999999,0.257,0.0,0.13,0.166,140.016,192606.0,4.0
0.782,0.5589999999999999,1.0,-7.545,1.0,0.258,0.00746,1.74e-05,0.2319999999999999,0.076,156.018,211960.0,4.0
0.8440000000000001,0.544,0.0,-10.585,1.0,0.322,0.0185,0.0,0.0908,0.366,129.966,238347.0,4.0
0.8079999999999999,0.907,0.0,-4.027,0.0,0.0865,0.0592,0.0,0.139,0.721,158.994,180447.0,4.0
0.726,0.597,7.0,-8.574,1.0,0.145,0.128,0.0326,0.131,0.367,83.021,151615.0,4.0
0.79,0.629,8.0,-4.055,1.0,0.142,0.182,7.06e-06,0.3379999999999999,0.267,170.023,169620.0,4.0
0.779,0.528,0.0,-4.513,1.0,0.0447,0.195,0.000251,0.281,0.643,190.014,176146.0,4.0
0.503,0.8809999999999999,0.0,-4.502,0.0,0.0827,0.0261,0.0,0.482,0.597,202.076,187880.0,4.0
0.353,0.7090000000000001,7.0,-3.455,1.0,0.0345,0.118,0.0,0.102,0.437,179.926,239227.0,4.0
0.379,0.96,8.0,-3.754,1.0,0.13,1.3699999999999998e-05,3.65e-05,0.0646,0.551,119.991,220787.0,4.0
0.52,0.119,0.0,-12.148,1.0,0.0407,0.922,0.0,0.0883,0.355,138.434,202496.0,4.0
0.625,0.951,3.0,-5.209,1.0,0.0494,0.00497,0.0,0.106,0.721,128.01,198267.0,4.0
0.7609999999999999,0.614,10.0,-4.75,1.0,0.127,0.00621,7.52e-05,0.0769,0.644,180.063,161351.0,4.0
0.293,0.887,0.0,-5.199,1.0,0.245,0.000965,5.1e-05,0.367,0.265,187.887,192721.0,4.0
0.687,0.423,4.0,-9.713,1.0,0.151,0.6459999999999999,0.0,0.11,0.283,119.874,231617.0,4.0
0.512,0.866,0.0,-4.061,1.0,0.0302,0.00022,4.75e-05,0.31,0.392,142.995,218747.0,4.0
0.478,0.863,1.0,-4.914,0.0,0.0387,0.0181,0.0,0.111,0.491,184.008,243053.0,4.0
0.4679999999999999,0.335,9.0,-7.888,1.0,0.0405,0.86,0.0,0.11,0.239,125.881,164757.0,5.0
0.409,0.7829999999999999,6.0,-5.083,0.0,0.0731,0.0004219999999999,0.000354,0.0664,0.313,145.541,229867.0,4.0
0.345,0.929,3.0,-4.468999999999999,0.0,0.142,0.00015,0.00106,0.129,0.181,155.041,227107.0,3.0
0.45,0.895,11.0,-4.739,1.0,0.0386,0.0293,0.0,0.1159999999999999,0.4629999999999999,155.154,257253.0,4.0
0.565,0.867,2.0,-5.497000000000001,0.0,0.0333,0.0297,0.0,0.147,0.259,115.006,201427.0,4.0
0.551,0.982,8.0,-2.61,1.0,0.0507,0.0134,0.0,0.387,0.5539999999999999,108.09,160973.0,4.0
0.424,0.937,1.0,-5.354,1.0,0.0769,0.000884,0.0,0.113,0.156,137.861,245600.0,4.0
0.3329999999999999,0.877,5.0,-1.894,0.0,0.0603,0.00332,0.00101,0.769,0.285,175.095,188187.0,4.0
0.415,0.816,3.0,-3.831,1.0,0.0333,0.0299,2.09e-05,0.129,0.264,136.017,232267.0,4.0
0.701,0.608,5.0,-6.819,1.0,0.0374,0.206,0.0041,0.273,0.794,126.044,240547.0,4.0
0.528,0.989,3.0,-4.2330000000000005,1.0,0.256,0.0012,0.0,0.3939999999999999,0.271,109.966,209591.0,4.0
0.519,0.941,6.0,-3.551,1.0,0.0502,0.0256,0.0,0.2769999999999999,0.595,180.014,190914.0,4.0
0.635,0.773,0.0,-4.923,1.0,0.0604,0.0644,0.0,0.187,0.623,134.003,197045.0,4.0
0.669,0.667,4.0,-3.0,1.0,0.0511,0.00769,0.0,0.0983,0.69,128.10299999999998,199960.0,4.0
0.426,0.873,1.0,-2.68,0.0,0.0372,6.86e-05,0.00503,0.0742,0.408,147.045,194286.0,4.0
0.431,0.877,10.0,-4.762,0.0,0.0704,0.0002,0.000252,0.152,0.262,148.298,311440.0,4.0
0.519,0.512,5.0,-7.986000000000001,1.0,0.0282,0.0276,8.78e-05,0.0976,0.441,138.596,246973.0,4.0
0.757,0.479,4.0,-8.029,0.0,0.092,0.168,5.56e-05,0.114,0.371,180.06,162083.0,4.0
0.258,0.437,11.0,-6.593,0.0,0.039,0.1009999999999999,1.27e-06,0.106,0.0967,180.043,239000.0,4.0
0.522,0.8809999999999999,7.0,-5.231,1.0,0.0847,0.00303,0.000147,0.0939,0.369,130.084,232200.0,4.0
0.418,0.945,4.0,-5.406000000000001,1.0,0.118,0.0991,0.0123,0.23,0.696,181.174,194760.0,4.0
0.435,0.946,8.0,-4.753,0.0,0.1,0.00122,0.0,0.215,0.603,187.088,191133.0,4.0
0.541,0.968,0.0,-4.129,1.0,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,311813.0,4.0
0.61,0.926,8.0,-4.843,0.0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400.0,4.0
0.341,0.758,4.0,-4.402,1.0,0.0411,0.0757,0.0,0.181,0.142,146.83100000000002,251933.0,4.0
0.386,0.937,1.0,-4.337,1.0,0.0444,0.00399,0.0,0.143,0.573,166.02700000000002,210653.0,4.0
0.38,0.971,2.0,-3.157,1.0,0.106,2.82e-05,1.3699999999999998e-05,0.128,0.4529999999999999,168.18200000000002,203520.0,4.0
0.4529999999999999,0.945,5.0,-3.555,1.0,0.0458,0.025,0.0,0.2789999999999999,0.565,162.968,204307.0,4.0
0.3979999999999999,0.748,2.0,-5.917000000000001,1.0,0.0881,0.0971,0.0,0.0776,0.606,167.487,308453.0,4.0
0.412,0.858,4.0,-5.587999999999999,1.0,0.162,0.002,0.0,0.244,0.517,175.047,239320.0,4.0
0.5820000000000001,0.645,9.0,-6.509,1.0,0.0311,0.133,0.0,0.12,0.3879999999999999,135.938,201121.0,4.0
0.342,0.677,5.0,-11.906,0.0,0.0568,0.0013,0.00671,0.201,0.501,188.6,207360.0,4.0
0.19,0.265,9.0,-9.206,1.0,0.0356,0.863,0.0,0.134,0.1009999999999999,158.024,262533.0,4.0
0.3979999999999999,0.952,10.0,-4.441,0.0,0.0882,7.53e-05,0.00942,0.151,0.341,167.081,200213.0,4.0
0.579,0.928,0.0,-4.343999999999999,1.0,0.0411,0.000715,0.0,0.18,0.882,191.188,171533.0,4.0
0.405,0.6890000000000001,10.0,-5.75,1.0,0.0365,0.0843,0.0,0.207,0.397,155.189,191560.0,4.0
0.317,0.977,4.0,-3.446,1.0,0.286,0.0014,0.0,0.289,0.176,166.713,235173.0,4.0
0.622,0.961,11.0,-3.198,0.0,0.154,0.0052299999999999,0.0,0.0854,0.449,114.452,180267.0,4.0
0.4629999999999999,0.901,2.0,-4.073,1.0,0.087,0.00779,0.0,0.32,0.621,163.96599999999998,227360.0,4.0
0.49,0.877,5.0,-4.37,0.0,0.0496,0.00437,5.05e-05,0.3,0.546,187.972,187853.0,4.0
0.412,0.978,2.0,-3.076,1.0,0.123,4.75e-05,0.0,0.168,0.353,151.991,222093.0,4.0
0.397,0.959,8.0,-5.134,1.0,0.0749,5.81e-05,8.09e-05,0.106,0.365,176.081,183693.0,4.0
0.654,0.8170000000000001,11.0,-4.908,0.0,0.266,0.0816,0.0,0.41,0.794,127.991,184667.0,4.0
0.432,0.795,10.0,-4.023,1.0,0.0321,0.00128,0.0,0.1009999999999999,0.519,172.011,224173.0,4.0
0.657,0.355,7.0,-12.044,1.0,0.0714,0.6940000000000001,0.0004269999999999,0.123,0.0808,149.98,189000.0,4.0
0.617,0.922,11.0,-3.474,1.0,0.0744,0.000247,0.3879999999999999,0.363,0.6,132.059,212347.0,4.0
0.514,0.971,8.0,-2.633,1.0,0.0696,0.00131,0.000548,0.281,0.482,108.008,188200.0,4.0
0.449,0.682,2.0,-5.295,0.0,0.0289999999999999,0.205,0.0,0.175,0.254,139.924,223533.0,4.0
0.645,0.792,4.0,-7.34,0.0,0.036,0.0562,0.0121,0.119,0.6659999999999999,181.13,232453.0,4.0
0.7609999999999999,0.449,3.0,-6.6770000000000005,0.0,0.0357,0.504,0.0,0.0797,0.5660000000000001,200.154,155667.0,4.0
0.312,0.943,6.0,-3.3680000000000003,0.0,0.0554,4.75e-05,0.3779999999999999,0.237,0.504,199.981,168773.0,4.0
0.705,0.865,2.0,-6.283,1.0,0.0456,0.000785,0.000611,0.425,0.81,108.021,195027.0,4.0
0.5529999999999999,0.7170000000000001,7.0,-5.857,1.0,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,233267.0,4.0
0.503,0.8809999999999999,0.0,-4.502,0.0,0.0827,0.0261,0.0,0.482,0.597,202.076,187880.0,4.0
0.401,0.377,10.0,-2.782,1.0,0.0364,0.906,0.0,0.0986,0.245,158.377,223336.0,3.0
0.405,0.91,9.0,-5.234,1.0,0.128,0.000499,0.0,0.0739,0.6409999999999999,196.444,178267.0,4.0
0.59,0.9,5.0,-3.44,1.0,0.0448,0.00156,0.0,0.406,0.792,131.984,160373.0,4.0
0.46,0.91,3.0,-3.71,1.0,0.0525,0.000585,0.00155,0.0735,0.327,146.03799999999998,278587.0,4.0
0.2239999999999999,0.905,5.0,-3.239,0.0,0.0722,0.0509,0.0,0.281,0.485,156.636,205707.0,4.0
0.396,0.72,2.0,-3.854,1.0,0.0311,0.0008349999999999,0.0,0.24,0.289,152.125,217187.0,4.0
0.507,0.933,0.0,-4.7,1.0,0.0868,7.120000000000001e-05,0.0,0.105,0.7140000000000001,149.998,188813.0,4.0
0.632,0.634,3.0,-6.746,0.0,0.0575,0.0927,5.64e-05,0.226,0.341,175.926,179744.0,4.0
0.487,0.9,0.0,-4.417,1.0,0.0482,6.790000000000001e-05,0.0,0.358,0.484,149.937,204000.0,4.0
0.521,0.924,7.0,-5.066,0.0,0.225,0.0364,0.0,0.0371,0.696,159.909,171027.0,4.0
0.437,0.575,3.0,-4.056,1.0,0.0287,0.373,0.0,0.0923,0.157,187.892,214933.0,3.0
0.465,0.8959999999999999,2.0,-3.1260000000000003,1.0,0.0795,0.00725,0.0,0.206,0.569,181.014,182827.0,4.0
0.359,0.955,4.0,-2.323,0.0,0.12,0.00116,0.0,0.349,0.446,170.033,230427.0,4.0
0.357,0.544,2.0,-5.675,1.0,0.0357,0.336,0.0,0.0651,0.1669999999999999,167.84400000000002,227880.0,4.0
0.519,0.78,2.0,-4.939,1.0,0.0356,0.00165,2.14e-05,0.156,0.166,145.125,239333.0,4.0
0.32,0.574,8.0,-5.415,1.0,0.0312,0.38,0.0,0.111,0.3829999999999999,166.49599999999998,211853.0,4.0
0.546,0.764,2.0,-7.105,1.0,0.1939999999999999,0.145,0.0124,0.295,0.1669999999999999,110.004,514600.0,4.0
0.6729999999999999,0.594,9.0,-8.817,1.0,0.174,0.283,0.0,0.181,0.4479999999999999,139.941,181714.0,4.0
0.512,0.963,3.0,-2.7260000000000004,1.0,0.0583,0.000917,0.0,0.308,0.72,135.02700000000002,216600.0,4.0
0.507,0.959,1.0,-4.763,1.0,0.118,0.00104,0.0,0.147,0.436,165.136,182987.0,4.0
0.594,0.939,9.0,-3.143,1.0,0.153,0.00498,0.0,0.342,0.722,192.61,213880.0,4.0
0.514,0.348,1.0,-8.886000000000001,1.0,0.0276,0.315,1.5e-05,0.125,0.155,195.726,273907.0,4.0
0.5710000000000001,0.505,1.0,-9.312,0.0,0.0238,0.0757,1.04e-05,0.109,0.276,199.124,269467.0,4.0
0.4629999999999999,0.925,11.0,-5.74,1.0,0.0747,0.0106,0.027,0.1889999999999999,0.59,158.33700000000002,251867.0,4.0
0.311,0.857,9.0,-4.248,1.0,0.0548,0.00168,0.0,0.33,0.447,154.955,231960.0,4.0
0.513,0.768,4.0,-4.868,0.0,0.0587,0.0118,1.94e-05,0.294,0.235,168.528,210580.0,4.0
0.484,0.405,7.0,-11.089,1.0,0.032,0.659,0.0,0.0893,0.376,148.55100000000002,158960.0,4.0
0.6609999999999999,0.8740000000000001,5.0,-5.904,0.0,0.0456,0.0168,0.0,0.41,0.682,127.915,216667.0,4.0
0.5670000000000001,0.267,4.0,-6.502000000000001,1.0,0.0299,0.8390000000000001,1.46e-06,0.089,0.0592,110.011,240133.0,4.0
0.7070000000000001,0.789,0.0,-5.694,1.0,0.0544,0.0956,0.0,0.105,0.961,114.028,179974.0,4.0
0.436,0.931,0.0,-5.587999999999999,1.0,0.0534,3.82e-06,0.0061,0.146,0.4029999999999999,185.078,216081.0,4.0
0.413,0.956,4.0,-4.7780000000000005,0.0,0.0667,0.000376,0.0127,0.205,0.713,165.87599999999998,210173.0,4.0
0.547,0.289,0.0,-8.131,1.0,0.0348,0.645,0.0,0.148,0.213,104.851,181913.0,3.0
0.5,0.295,10.0,-7.894,1.0,0.0307,0.901,0.0,0.104,0.273,135.076,236907.0,4.0
0.629,0.306,1.0,-11.735,1.0,0.0424,0.884,0.0776,0.124,0.191,153.988,184638.0,1.0
0.59,0.894,4.0,-3.661,0.0,0.0579,0.000387,0.000661,0.2689999999999999,0.732,181.208,199893.0,4.0
0.486,0.901,2.0,-6.943,1.0,0.0391,4.77e-05,0.0,0.0828,0.348,192.06,218293.0,4.0
0.477,0.917,6.0,-4.692,1.0,0.0547,0.00295,0.0,0.268,0.71,150.974,141293.0,4.0
0.449,0.871,4.0,-6.334,1.0,0.0536,0.0956,0.0,0.1,0.767,187.949,170773.0,4.0
0.926,0.916,10.0,-2.221,0.0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853.0,4.0
0.372,0.904,5.0,-4.438,1.0,0.106,0.0069999999999999,1.34e-06,0.1119999999999999,0.362,159.08100000000002,231507.0,4.0
0.5539999999999999,0.914,9.0,-3.941,0.0,0.0529,0.0171,0.0,0.131,0.6409999999999999,116.031,172267.0,4.0
0.492,0.275,6.0,-13.4,0.0,0.3,0.687,0.0,0.1009999999999999,0.18,185.2,251034.0,4.0
0.489,0.364,2.0,-10.672,1.0,0.03,0.5720000000000001,0.0,0.108,0.377,135.352,316987.0,4.0
0.217,0.905,2.0,-4.103,1.0,0.0752,0.000289,0.00011,0.222,0.236,193.9,311107.0,4.0
0.335,0.858,7.0,-4.565,1.0,0.0532,0.0028899999999999,0.0,0.148,0.451,177.981,230427.0,4.0
0.61,0.893,9.0,-3.681,1.0,0.0921,0.154,4.41e-05,0.021,0.6729999999999999,208.062,296520.0,4.0
0.475,0.956,1.0,-3.823,1.0,0.123,0.000205,0.0,0.319,0.664,182.826,151912.0,4.0
0.471,0.474,5.0,-6.355,1.0,0.0382,0.723,0.0,0.0964,0.262,120.656,174793.0,4.0
0.513,0.958,2.0,-4.56,0.0,0.161,0.000254,0.0,0.653,0.379,201.786,163253.0,4.0
0.55,0.706,7.0,-5.877000000000001,1.0,0.0316,6.620000000000001e-05,0.0734,0.0417,0.336,127.949,233035.0,4.0
0.442,0.7659999999999999,2.0,-5.027,1.0,0.0707,0.0139999999999999,0.0,0.132,0.4679999999999999,147.126,228707.0,4.0
0.476,0.885,6.0,-3.3110000000000004,1.0,0.0856,0.0421,0.0,0.06,0.629,164.042,205209.0,4.0
0.282,0.866,10.0,-4.223,0.0,0.0588,0.000705,0.0055,0.1009999999999999,0.2769999999999999,163.987,261960.0,4.0
0.318,0.942,5.0,-4.125,0.0,0.0492,0.00435,0.0,0.0962,0.486,134.879,238573.0,4.0
0.5720000000000001,0.406,10.0,-8.624,1.0,0.0427,0.5870000000000001,4.48e-06,0.102,0.265,119.812,201084.0,4.0
0.422,0.904,0.0,-4.531000000000001,1.0,0.102,0.02,4.49e-06,0.6859999999999999,0.32,163.929,232240.0,4.0
0.7020000000000001,0.904,5.0,-3.4560000000000004,1.0,0.0413,0.139,1.59e-06,0.173,0.754,119.997,194093.0,4.0
0.445,0.979,1.0,-3.505,0.0,0.124,0.000146,0.000612,0.75,0.316,143.007,221907.0,4.0
0.344,0.794,10.0,-5.275,0.0,0.0558,0.0607,0.0,0.109,0.349,152.625,257747.0,4.0
0.42,0.983,10.0,-3.437,1.0,0.113,0.000263,0.0,0.114,0.513,149.958,197200.0,4.0
0.306,0.86,3.0,-3.833,1.0,0.0437,0.00083,0.000145,0.0829,0.254,163.727,208333.0,4.0
0.451,0.99,2.0,-3.059,0.0,0.0874,1.36e-05,0.432,0.546,0.191,110.067,213413.0,4.0
0.568,0.977,1.0,-4.072,1.0,0.0436,0.0001699999999999,2.56e-05,0.0921,0.557,136.05100000000002,182720.0,4.0
0.3929999999999999,0.918,9.0,-4.968999999999999,1.0,0.0567,0.000265,0.0,0.114,0.342,161.017,250853.0,4.0
0.5539999999999999,0.8640000000000001,9.0,-5.062,1.0,0.0394,0.00605,0.0,0.132,0.299,112.523,240453.0,4.0
0.79,0.922,9.0,-7.688,0.0,0.154,0.0445,6.7e-05,0.0899,0.391,135.909,203533.0,4.0
0.4629999999999999,0.59,9.0,-11.720999999999998,1.0,0.0695,0.00224,0.0,0.0612,0.615,168.52700000000002,207200.0,4.0
0.51,0.185,11.0,-13.651,1.0,0.0644,0.925,0.0,0.122,0.418,158.184,185480.0,4.0
0.7809999999999999,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,157.996,281560.0,4.0
0.355,0.986,5.0,-3.426,1.0,0.195,0.00487,0.0,0.4,0.3389999999999999,150.381,150427.0,4.0
0.5429999999999999,0.919,1.0,-4.831,0.0,0.0415,0.000441,0.0,0.238,0.498,125.017,195307.0,4.0
0.413,0.445,1.0,-7.258999999999999,0.0,0.025,0.4379999999999999,0.0,0.111,0.1169999999999999,191.124,222200.0,4.0
0.469,0.974,7.0,-3.175,0.0,0.13,0.0679,0.0947,0.391,0.136,129.095,254853.0,4.0
0.546,0.8320000000000001,1.0,-2.679,1.0,0.0247,0.000316,0.0,0.177,0.633,192.038,202360.0,4.0
0.527,0.8340000000000001,1.0,-5.531000000000001,1.0,0.0447,0.00107,0.000102,0.0993,0.422,110.065,198333.0,4.0
0.511,0.635,8.0,-8.352,0.0,0.0369,0.0363,3.289999999999999e-05,0.16,0.346,124.168,219437.0,4.0
0.436,0.492,0.0,-9.207,1.0,0.0318,0.782,0.0,0.305,0.535,163.71,228277.0,4.0
0.289,0.7959999999999999,0.0,-4.22,1.0,0.0494,0.00837,2.61e-05,0.2019999999999999,0.33,169.835,238680.0,4.0
0.402,0.8590000000000001,1.0,-4.41,0.0,0.0466,0.0394,0.0,0.0745,0.514,190.62,211547.0,4.0
0.296,0.632,6.0,-5.93,1.0,0.0414,0.337,0.0,0.0878,0.179,129.881,394120.0,4.0
0.5539999999999999,0.978,4.0,-3.554,1.0,0.131,0.111,0.0,0.0731,0.594,135.095,162600.0,4.0
0.416,0.86,7.0,-3.94,1.0,0.048,0.000972,0.0,0.0957,0.408,153.05100000000002,241027.0,4.0
0.425,0.922,3.0,-2.6,1.0,0.0412,0.0174,0.0,0.104,0.564,156.045,204661.0,4.0
0.7290000000000001,0.314,6.0,-13.014,0.0,0.7290000000000001,0.414,0.0,0.118,0.192,145.17600000000002,121644.0,4.0
0.821,0.617,5.0,-8.849,1.0,0.156,0.0371,0.0,0.127,0.741,190.084,157147.0,4.0
0.3389999999999999,0.778,2.0,-4.9430000000000005,1.0,0.0393,0.00564,0.003,0.168,0.127,140.964,433160.0,4.0
0.336,0.879,4.0,-4.427,0.0,0.0396,0.00166,0.0665,0.18,0.0893,152.975,279467.0,4.0
0.367,0.71,3.0,-6.154,0.0,0.0448,0.000299,9.96e-05,0.13,0.345,169.959,209027.0,4.0
0.521,0.155,0.0,-12.147,1.0,0.0286,0.947,9.32e-06,0.103,0.16,150.006,261653.0,4.0
0.6,0.6629999999999999,3.0,-5.8020000000000005,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,4.0
0.54,0.792,5.0,-4.375,1.0,0.0531,0.00276,0.0,0.103,0.4589999999999999,110.022,234533.0,4.0
0.479,0.975,0.0,-3.741,1.0,0.1009999999999999,0.000216,0.051,0.3389999999999999,0.723,181.812,168373.0,4.0
0.512,0.8640000000000001,7.0,-4.146,1.0,0.0338,0.000821,0.0,0.0982,0.527,138.018,222827.0,4.0
0.77,0.446,5.0,-9.788,0.0,0.2339999999999999,0.0921,7.31e-05,0.145,0.5710000000000001,125.78,280010.0,4.0
0.662,0.741,0.0,-5.406000000000001,1.0,0.0334,0.00165,0.0303,0.114,0.4039999999999999,131.0,188960.0,4.0
0.421,0.935,8.0,-5.153,0.0,0.0697,0.000442,0.000212,0.1,0.455,165.02,261240.0,4.0
0.629,0.897,2.0,-3.401,1.0,0.0483,0.0424,0.0,0.263,0.93,161.944,168253.0,4.0
0.552,0.987,6.0,-2.927,1.0,0.0792,0.000107,0.24,0.865,0.59,139.954,229831.0,4.0
